epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
24,62.977,0.96806,0.83986,1.13865,0.88337,0.78525,0.84247,0.6012,1.09423,1.17245,1.50285,0.000574798,0.000574798,0.000574798
25,64.996,0.8968,0.8515,1.10334,0.90499,0.84236,0.91014,0.62004,1.18569,0.96315,1.53827,0.000577222,0.000577222,0.000577222
26,67.0549,0.89355,0.79013,1.15047,0.92424,0.9254,0.962,0.64466,1.22654,0.69526,1.56188,0.000561055,0.000561055,0.000561055
27,69.0743,0.92037,0.75783,1.17372,0.93891,0.97549,0.995,0.69946,1.16847,0.54902,1.58988,0.000539057,0.000539057,0.000539057
28,71.2019,0.8531,0.72472,1.08919,0.94751,0.99031,0.995,0.6411,1.33078,0.57913,1.79635,0.000517059,0.000517059,0.000517059
29,73.2418,0.91777,0.74124,1.14008,0.97075,0.99377,0.995,0.65255,1.23335,0.55718,1.66291,0.000495062,0.000495062,0.000495062
30,75.218,0.84389,0.67589,1.09915,0.97697,1,0.995,0.71182,1.12724,0.54985,1.52093,0.000473064,0.000473064,0.000473064
31,80.4977,0.9142,0.69021,1.15445,0.96368,0.99686,0.995,0.70928,1.14346,0.54501,1.49081,0.000451066,0.000451066,0.000451066
32,82.506,0.88376,0.6964,1.12539,0.95488,0.98642,0.995,0.71779,1.14786,0.58153,1.49285,0.000429068,0.000429068,0.000429068
33,84.8568,0.94042,0.8063,1.19995,0.95657,0.98809,0.995,0.73486,1.14132,0.57723,1.49479,0.00040707,0.00040707,0.00040707
34,87.1938,0.93321,0.63069,1.13227,0.95402,0.99115,0.995,0.7781,1.02393,0.51719,1.41071,0.000385073,0.000385073,0.000385073
35,89.5066,0.8623,0.67665,1.12946,0.88158,0.99604,0.995,0.78448,1.03853,0.55898,1.38686,0.000363075,0.000363075,0.000363075
36,91.7473,0.84159,0.706,1.11873,0.85306,1,0.995,0.76324,1.00022,0.55888,1.37697,0.000341077,0.000341077,0.000341077
37,93.6902,0.87441,0.64147,1.12818,0.92644,0.98842,0.995,0.74872,1.01587,0.48623,1.45042,0.000319079,0.000319079,0.000319079
38,95.686,0.81351,0.61679,1.08961,0.95525,0.9881,0.995,0.75338,1.11467,0.48664,1.5389,0.000297081,0.000297081,0.000297081
39,97.6727,0.77635,0.58166,1.04405,0.96437,0.99697,0.995,0.72791,1.19095,0.52162,1.61301,0.000275084,0.000275084,0.000275084
40,99.693,0.85408,0.70616,1.1357,0.96711,1,0.995,0.69994,1.21827,0.49363,1.58567,0.000253086,0.000253086,0.000253086
41,103.012,0.70208,0.56925,1.04843,0.95733,0.9884,0.995,0.68034,1.25484,0.4698,1.61826,0.000231088,0.000231088,0.000231088
42,105.269,0.7225,0.51391,1.06427,0.93438,0.98661,0.995,0.69988,1.16113,0.47539,1.52933,0.00020909,0.00020909,0.00020909
43,107.362,0.6869,0.53206,1.09052,0.94833,0.96684,0.995,0.7126,1.14958,0.47187,1.52661,0.000187092,0.000187092,0.000187092
44,109.418,0.69193,0.5197,1.09102,0.93496,0.9878,0.995,0.70558,1.19066,0.48747,1.55649,0.000165095,0.000165095,0.000165095
45,111.46,0.64809,0.48853,1.062,0.94638,0.9898,0.995,0.68987,1.20627,0.4763,1.55708,0.000143097,0.000143097,0.000143097
46,116.447,0.64018,0.4877,1.04351,0.95835,0.9907,0.995,0.68678,1.19127,0.46903,1.53483,0.000121099,0.000121099,0.000121099
47,118.665,0.59516,0.46007,0.99526,0.97513,0.99595,0.995,0.71267,1.1418,0.46321,1.48888,9.91012e-05,9.91012e-05,9.91012e-05
48,120.784,0.61713,0.49466,1.00534,0.96729,1,0.995,0.71472,1.09959,0.4679,1.45587,7.71034e-05,7.71034e-05,7.71034e-05
49,122.83,0.54586,0.46906,0.97663,0.97062,1,0.995,0.72861,1.08525,0.46644,1.43865,5.51056e-05,5.51056e-05,5.51056e-05
50,124.809,0.59751,0.49413,1.0128,0.9771,1,0.995,0.73796,1.08755,0.451,1.43043,3.31078e-05,3.31078e-05,3.31078e-05
